-11,263443	-15,074054	-12,506482	-11,610682	-15,912517	-11,978215	-1,364553	2,155832	7,149890	21,800608	21,877594	14,044100	10,671242	-7,108493	-13,021865	-14,598613	-18,332883	-13,714732	-16,554168	-14,402124	-10,055515	-12,613102	-9,071779	-16,308395	-16,650159	-13,153287	-13,502459	-9,857093	-10,364745	-11,555279	-12,981922	-8,693617	-4,858203	6,929242	-4,298369	-9,759170	-15,575908	-14,346076	-15,680595	-14,155062	-14,010755	-11,420313	-3,896048	-5,935031	-6,731619	-13,382310	-14,742598	-15,598778	-10,211418	-12,230108	-13,072436	-12,188555	-12,318367	-12,196608	-11,175184	-16,135420	-16,641139	-11,544649	-12,606659	-10,892368	-5,840329	-8,687174	-11,834230	-10,874329	-13,711189	-13,491185	-13,376512	-10,885281	-12,440771	-12,513568	-13,961149	-16,359289	-12,929740	-10,145707	-11,994643	-7,848067	20,255427	19,693015	15,705242	3,751908	-3,325906	-3,048244	-8,931659	-11,262477	12,797518	27,664696	-3,126195	-10,444307	-15,986925	-9,191283	-9,721483	-10,128635	-9,520806	-12,903004	-12,397607	-15,166501	-12,711024	-11,456390	8,435126	26,419725	-10,229779	-12,764173	-13,106581	-12,374737	-11,825210	-14,151519	-14,849540	-13,283421	-6,041973	9,785751	5,890102	-4,623704	-13,557540	-10,204010	-3,440257	-8,730982	-5,536576	-0,588258	-2,138916	2,158409	7,357332	33,507525	26,326956	10,054394	-4,462969	-4,847251	-6,044872	-14,050053	-15,033790	-11,439962
-7,738870	-15,233500	-11,894143	-12,146036	-13,361695	-10,133467	-4,702944	-8,207224	2,063386	15,130268	20,324037	10,637420	1,755767	-8,827294	-10,516138	-14,550940	-14,903333	-10,078385	-14,567046	-13,152321	-11,962109	-9,472489	-11,448015	-11,659322	-16,146372	-15,036367	-10,828589	-10,039087	-8,507435	-9,449941	-9,899290	-9,246042	-3,496627	1,106385	-1,358111	-11,146194	-14,013010	-12,582179	-9,024428	-8,869169	-14,472023	-13,001571	3,187242	29,744587	18,372670	-7,240560	-13,316599	-9,120418	2,540115	-8,371180	-16,827643	-14,583152	-17,079859	-15,197102	-7,793308	-15,722470	-16,241718	-16,104819	-15,375231	-12,689121	-11,944071	-12,909769	-12,119945	-7,693130	-12,549645	-13,908001	-6,507106	-9,846463	-11,225434	-13,039581	-11,886090	-13,990140	-12,899783	-5,095601	-12,658842	-11,393900	-2,785077	7,818921	8,895427	-1,058223	8,576856	15,511652	-4,721305	1,857233	31,284293	56,100288	19,099359	-15,365245	-10,978694	-7,001551	-5,154226	-1,228299	-4,132802	-10,572508	-12,589265	-12,496174	-15,592980	-11,104641	-11,464443	-2,662995	-9,052130	-10,824402	-11,190323	-14,370879	-9,552051	-10,375053	-13,161018	-12,459453	-1,230554	6,716003	0,317849	-10,932310	-14,317086	-8,128306	-3,518208	0,894111	9,519684	15,516161	2,134573	-1,782335	-4,497758	-5,113640	2,645124	12,905104	-2,742880	-6,702951	-9,601334	-15,725691	-15,745984	-13,075335
-7,375203	-12,743880	-15,319827	-13,680910	-14,099658	-11,109795	-7,448323	-8,755140	-6,248448	-4,157605	1,764142	1,984468	-7,091421	-12,945201	-10,814416	-12,099330	-14,722627	-12,655943	-13,228018	-10,996411	-12,845024	-14,968723	-11,649980	-14,438523	-15,376519	-10,826334	0,525935	1,436552	-2,248757	0,738852	-5,383894	-6,528043	-2,582789	-2,674913	-5,003155	-13,390685	-13,273114	-10,823435	-9,642243	7,070972	-6,387601	-9,067913	3,656240	28,938013	44,036148	-0,523835	-16,049738	-1,273395	27,966517	2,829695	-14,831180	-13,645478	-13,654175	-17,226743	-4,572166	-12,996418	-18,207258	-13,528550	-15,058270	-15,365245	-9,233802	-12,002051	-13,799770	-14,560926	-13,648377	-13,179700	-1,091078	-1,888955	-14,128005	-15,187438	-13,616809	-13,734059	-15,207409	-7,915389	-14,038457	-13,770458	-9,104634	1,579570	8,473135	8,199338	30,814651	39,106191	-1,776859	2,330096	47,065631	70,044609	19,154118	-11,313371	-7,795240	-5,758835	-6,600841	-1,795542	-9,911208	-8,471680	-10,613739	-15,774974	-8,614054	-6,050026	-7,189343	-10,232678	-9,645464	-16,684625	-13,774001	-12,770938	-11,001887	-11,305962	-12,809591	-2,782178	1,752223	4,965312	-0,404331	-7,156166	-12,536761	-10,132501	-0,848526	17,320645	18,049267	19,939433	2,826474	-4,965467	-3,410622	-7,840658	-6,281948	4,072090	-2,488087	-6,442039	-11,888667	-15,133323	-15,295668	-14,468801
-8,945510	-12,518400	-16,177939	-9,469912	-12,166007	-9,711497	0,863510	9,875620	-2,361174	-8,283565	-11,644182	-10,190481	-8,147633	-10,297101	-12,806370	-14,645320	-15,686393	-12,559953	-9,736300	-11,703773	-15,311774	-16,760322	-13,324330	-14,340922	-12,482968	-9,193216	-10,796700	-7,016368	-3,076912	-3,091085	-9,550762	-6,587956	-6,609216	-11,341717	-13,231561	-13,016711	-12,997384	-8,184032	-10,054227	-0,880093	-10,451394	-9,666723	-4,592781	0,798766	24,571112	-6,608894	-14,470090	-8,718419	-4,170812	-9,677031	-15,046996	-14,118341	-13,829727	-9,055029	-7,724053	-6,240717	-12,475881	-14,517441	-15,506009	-13,708290	-13,095629	-11,936984	-11,373929	-6,431409	-10,863378	-15,145885	-8,459440	-11,338496	-12,879812	-12,708770	-12,839548	-15,007054	-18,831516	-15,293736	-15,123982	-13,136537	-13,095951	-5,926978	4,053085	7,151501	28,919331	20,352705	-1,698263	-0,493556	23,043969	38,425886	7,787354	-12,452367	-0,779594	-1,179337	-10,449783	-6,501630	-5,882526	-10,208842	-12,443348	-9,785584	-8,789929	-6,164376	-9,150052	-13,176801	-12,164719	-17,151368	-12,332862	-16,964864	-15,883527	-14,861136	-10,497134	-2,825985	3,203992	14,338512	-1,914402	-13,692506	-13,418387	-9,614541	-4,659459	18,525996	14,366858	23,705269	6,164543	-0,144707	5,127980	-4,213653	-9,781718	3,344756	1,557989	-3,318498	-14,203701	-17,798818	-13,695405	-15,978228
-9,958559	-17,919288	-16,176328	-14,813786	-12,287122	-7,847101	-3,973678	-6,199165	-5,105909	-11,710860	-7,508881	-10,052294	-9,521772	-9,697646	-8,742256	-15,008987	-15,361702	-12,771582	-14,368624	-10,582172	-12,183079	-15,152650	-14,309677	-10,916204	-9,614863	-11,809427	-11,115271	-6,631120	-1,244727	-0,194312	-5,081428	-8,515810	-10,002688	-10,881738	-7,567183	-8,736136	-7,562674	-9,313364	-12,117690	-0,349249	-15,654504	-16,164410	-9,645142	-3,873822	2,922786	-11,957921	-14,847930	-9,927314	-6,519346	-15,742119	-14,591849	-10,015251	-11,703773	-11,399698	-6,655922	-2,020700	-2,410780	-4,581829	-14,863069	-12,152478	-13,485709	1,104774	-0,521903	7,190477	-10,958401	-13,930549	-8,378911	-10,709729	-9,849040	-6,622745	-6,566375	-12,712635	-12,322877	-12,408881	-14,067125	-13,389397	-14,202413	-4,710675	9,233647	9,310954	-5,468287	-3,837101	-5,352004	-7,982711	3,306746	1,877526	-10,522259	-5,992045	13,312900	-5,162923	-10,162779	-13,294373	-6,236208	-3,865125	-6,230732	-3,572324	-4,155350	-5,166467	-12,331896	-12,328675	-13,911544	-14,000769	-11,114627	-11,176150	-11,257645	-11,029266	-7,140382	-5,493735	-3,417065	19,301325	5,494546	-11,595543	-16,413083	-11,036031	-7,914422	-5,740796	-1,171607	22,676759	12,939570	2,602927	16,312427	6,903151	-5,114606	2,945012	8,527573	11,492956	-0,248750	-12,112858	-15,021227	-14,825382
-9,006389	-16,730365	-17,593953	-12,250723	-7,953720	-3,789106	-7,626774	-10,955180	-8,526439	-8,741289	-9,572344	-11,848081	-13,521786	-11,537885	-13,384243	-12,972259	-12,852110	-13,220931	-13,207080	-14,074856	-12,188233	-14,367980	-12,314824	-7,490198	-8,714554	-8,625328	-10,265212	-3,453141	-3,489218	-4,374066	-2,297074	-10,589258	-10,921036	-12,914601	-8,231705	-11,834552	-12,425309	-10,306120	-7,779135	-13,433204	-12,588621	-14,388917	-14,852439	-11,698942	-9,953727	-14,335768	-13,585564	-14,622128	-9,382297	-10,586682	-11,846470	-10,835354	-14,516474	-11,362655	-9,221884	6,993665	6,637729	8,925384	-14,373778	-13,189042	-13,320464	4,712775	6,431576	-8,144412	-14,530647	-10,650782	-8,743222	-8,975466	-7,760774	3,634336	3,333804	-2,815677	-12,299040	-15,460591	-16,491034	-14,485551	-14,930713	-6,485846	0,502098	4,043421	-6,003319	-4,510642	-8,425295	-8,067749	-1,394510	-0,850781	-11,888023	-6,503562	9,702001	0,835486	-16,430799	-8,587319	-8,809256	10,667377	4,246676	-1,258578	19,250753	9,299358	-14,112221	-16,085492	-14,449152	-15,553682	-12,955831	-13,128484	-16,932975	-12,255877	-10,250072	-7,229930	-3,141013	1,003952	-9,649007	-14,102558	-17,610381	-10,376019	-10,827301	-12,123166	-2,415934	30,566945	26,324057	13,355742	18,161363	15,498767	-0,195923	17,677225	21,655013	12,824253	7,700706	-2,907480	-14,528070	-16,262011
-7,684755	-16,146050	-16,379905	-13,673824	-7,514679	3,053887	1,270019	-14,239778	-10,070332	-9,990448	-14,356061	-14,578320	-10,017184	-10,975473	-10,160524	-11,740817	-12,914923	-13,781088	-13,107547	-11,000598	-13,373935	-14,097726	-11,784302	-6,069353	-1,246015	-0,150827	-5,222192	-4,727747	-3,887351	11,320624	8,626462	-6,204963	-7,343314	-9,062115	-10,140231	-9,270845	-10,211419	-17,638083	-15,161669	-14,075822	-17,090489	-14,181153	-16,370241	-11,084348	-14,324172	-12,993841	-11,965652	-12,479746	-10,882382	-9,980141	-13,191619	-12,175671	-9,422561	-8,625328	-4,133769	0,124259	6,691200	7,579591	-10,093203	-14,281009	-13,615521	-3,713732	-1,417058	-15,875796	-11,377794	-5,590047	-7,170661	-10,716493	-2,766394	24,918673	19,958115	10,416772	-4,076432	-9,984650	-14,633080	-15,782705	-15,446418	-11,410327	-10,236221	-11,278905	-10,634032	-8,135393	-9,012510	-9,607132	-8,110590	-4,188528	-8,878188	-8,456219	-4,253917	-6,803451	-15,268611	-11,333342	-5,794911	26,358846	22,641004	7,956464	16,037986	1,713570	-18,128340	-17,304694	-17,618112	-15,031535	-15,274731	-11,762720	-12,409203	-15,413240	-10,823758	-9,122673	-4,110254	2,648345	-7,790086	-12,263286	-12,699750	-9,543354	-8,146667	-13,454142	-10,818282	26,722190	42,271929	14,525338	10,592969	12,933450	17,970671	24,651641	33,133228	14,591372	2,695052	-7,955653	-9,751117	-15,452216
-8,618886	-14,397292	-8,613088	-9,705377	3,141180	12,131708	15,518416	-7,558486	-12,376992	-10,989324	-10,022015	-12,170195	-10,532244	-9,160360	-11,366520	-13,142657	-12,026210	-8,790895	-11,481515	-10,304187	-10,705864	-10,290014	-6,836951	-3,859005	-4,053240	-1,091400	-8,046811	-8,287431	-1,316558	4,923759	13,590241	6,412893	-2,187555	-7,550111	-12,209815	-15,038621	-15,040554	-14,912997	-16,222391	-18,286176	-14,988049	-11,310150	-14,003346	-10,559946	-12,578313	-12,069051	-12,251690	-12,173416	-11,719235	-10,536110	-7,148757	-7,618400	-3,835491	17,818311	18,754697	20,524070	25,799978	37,125189	-6,541572	-12,997706	-14,893348	-7,248612	-4,051951	-9,025072	-10,299356	-0,409807	4,335901	-6,414015	-3,859005	42,847547	36,827555	19,350930	3,980609	-14,322884	-14,640810	-12,379569	-15,587504	-14,621484	-14,764824	-13,847121	-16,526789	-12,700717	-5,723724	-14,384730	-11,748547	-18,979688	-13,455430	-11,509539	-9,340422	-12,712313	-16,846970	-14,150231	5,219138	-14,339958	-55,075162	0,248917	-2,235228	-12,495852	-14,708776	-17,060854	-14,377643	-12,596352	-16,140574	-12,309670	-13,120431	-14,668190	-11,652879	-10,746772	-5,912483	-8,553497	-9,776564	-11,343650	-11,588134	-10,331567	-5,939541	-10,866599	-11,209650	12,885455	40,585339	29,896947	2,779123	7,556398	15,959068	12,168429	2,085934	-9,566224	-8,827938	-14,558027	-11,005430	-13,318210
-8,521286	-14,381186	-11,869340	-6,146660	2,935993	-0,615960	-1,419635	-11,282126	-10,099001	-12,518722	-11,024435	-13,123975	-12,310314	-8,836635	-11,700874	-10,960656	-9,393249	-13,075013	-11,847436	-8,883342	-8,347988	-11,740817	-12,191132	-4,333801	-4,136345	-6,612115	-8,832770	-3,685708	9,494881	-3,119431	-3,120397	-6,091578	-9,658671	-11,263766	-11,898330	-12,442381	-8,795727	-13,692184	-12,609881	-13,739213	-15,489259	-11,711182	-15,963733	-11,021536	-11,610360	-10,827945	-11,907672	-9,787194	-11,083382	-11,798797	-10,739364	-11,982402	-1,813258	14,918317	16,033477	32,360477	24,227416	20,840064	-0,748027	-9,374566	-13,987563	-4,806987	-2,348934	-10,150861	1,955800	0,767198	-2,659774	-9,248619	-10,638220	39,302681	35,487561	17,835705	-3,410622	-15,402932	-12,922976	-16,101920	-15,615528	-17,419689	-14,641777	-15,493124	-15,820392	-13,705069	-9,975631	-17,241882	-14,040067	-12,691053	-17,268618	-19,057640	-15,836498	-12,678169	-11,753057	-7,417400	4,515319	1,670728	-21,074719	-4,627892	-14,173101	-13,973712	-13,521464	-13,723107	-12,040705	-14,157317	-14,978064	-13,879332	-11,880936	-11,108506	-11,417092	-10,612773	-9,714396	-8,399848	-3,287897	-6,645293	-12,450756	-11,216415	-8,815054	-13,501170	-11,514370	-0,309951	12,369428	10,902520	2,140371	6,293067	27,863119	9,283252	-2,715500	-8,807645	-13,515021	-12,707803	-13,221898	-7,921187
-8,007513	-13,801059	-10,617282	-1,216058	6,766252	-1,666374	-5,522725	-10,880772	-10,044563	-10,959368	-13,022831	-12,515501	-12,735183	-14,908487	-15,100145	-10,835354	-10,599244	-14,229148	-11,819412	-9,194182	-8,258118	-2,879456	-3,210911	-6,309650	-6,783802	-7,445424	-10,655936	-2,534794	22,560476	3,435592	-5,329134	-14,087096	-17,429353	-10,485216	-12,334473	-11,204819	-12,571871	-12,378603	-12,544813	-11,233809	-13,455752	-12,484256	-15,216428	-11,824566	-6,450414	-2,577957	-10,621792	-10,313529	-13,197739	-9,071134	-10,246207	-15,378774	-13,565593	-3,178378	1,863997	9,206589	1,343461	-6,773172	-7,817466	-13,856140	-16,451092	-13,239292	-7,285978	-12,977091	-9,011543	-6,798619	-12,840192	-14,156029	-11,110761	-3,384209	-1,194155	-11,042151	-12,970648	-14,628248	-15,256371	-12,283901	-11,954378	-15,091448	-15,795590	-13,926039	-15,101434	-14,509710	-11,159723	-17,863563	-13,472180	-15,974685	-16,957455	-14,278110	-15,238654	-12,930062	-13,456719	-10,675263	3,199482	5,725502	1,069019	2,750133	-10,015573	-9,297581	-8,187575	-9,796858	-13,590718	-12,821832	-15,522759	-12,168584	-11,438996	-14,055207	-15,086938	-11,962431	-11,299198	-9,739199	-9,709565	-9,495037	-12,154411	-15,387149	-15,800099	-7,037628	-13,041514	-9,543032	1,429143	0,807141	-4,202379	3,037459	14,790760	-4,422061	-9,217374	-14,206923	-12,949389	-9,468945	-8,287753	3,400482
