47,320374	46,037071	47,390917	53,609330	47,430859	52,257739	42,858127	48,453894	44,431976	43,435355	50,888754	52,121807	49,301376	47,089096	49,232444	51,627362	49,909527	46,338570	41,620886	51,464050	50,463886	51,504959	48,182996	44,540207	48,925469	43,127092	47,817074	54,057391	52,805012	51,167061	55,781024	51,119710	44,898398	52,492239	54,119237	45,058810	50,565030	47,816752	50,011638	47,216331	47,382220	41,259474	47,884396	48,205544	51,045946	52,895848	52,540556	54,471630	50,939970	53,460836	42,611065	46,595617	53,118428	50,058022	48,723825	52,039668	49,929821	49,372885	43,764878	52,562781	53,693080	55,032753	44,810783	47,438590	48,871675	47,675666	48,292837	44,838807	48,102145	46,229696	47,507522	53,089116	44,195867	52,087663	54,109896	50,549246	50,688399	45,274949	52,073168	44,916436	47,030793	56,192364	50,556977	51,441824	50,803072	56,947399	47,327460	52,610776	52,215865	55,245670	48,393658	44,396222	40,855865	46,168172	48,840753	49,173496	55,187367	46,689030	48,133712	44,689990
50,094421	44,469986	43,354182	51,183167	47,697570	51,539747	51,630905	51,914366	46,658752	47,061394	48,936421	51,526218	43,266246	47,897281	49,374818	47,720440	44,519269	50,659731	52,114077	50,789543	45,812558	56,732549	54,480327	47,978775	49,956878	45,645058	50,178493	52,574700	46,136927	50,715779	45,515891	50,690654	45,634429	50,446169	47,273990	41,670492	49,233410	49,591278	49,663754	54,822412	52,259350	48,960579	51,584843	51,124864	52,205557	49,109718	45,470150	56,085100	49,690168	50,925798	50,169795	44,403630	47,608988	50,217468	56,118599	49,253703	50,337939	52,873622	53,140654	42,503479	48,237111	47,206990	57,486618	49,309751	52,214254	50,674226	51,170282	58,676508	57,376455	51,912111	42,029649	48,951560	51,226652	55,492410	41,990996	56,345046	48,300567	49,009540	50,786000	51,888919	43,053328	48,743796	52,419763	45,163498	52,135014	49,401553	56,879755	49,700475	44,891633	47,649252	47,917573	48,147563	50,795341	48,948661	46,874890	48,514129	57,624483	42,311821	43,283317	49,991989
44,417481	49,001166	49,239852	49,771663	52,821117	49,188958	47,822550	47,235658	45,039806	45,848957	45,961697	45,347425	44,500587	44,654557	51,447623	46,431983	47,614786	50,753144	47,369980	50,859120	46,514123	43,508153	47,118409	48,427159	50,553434	50,472261	48,200068	48,720927	48,215852	51,238571	47,952362	57,633825	47,536191	51,156431	50,948668	45,607049	46,977967	47,000837	46,612689	46,380445	51,749443	49,661499	47,969112	55,448280	46,408791	46,412978	47,815786	44,432299	51,138715	51,454709	50,746702	45,484968	45,735250	46,441968	51,957529	54,157246	55,620289	50,463564	48,792113	49,430544	49,984258	49,396077	51,210869	44,787590	43,885671	47,334869	48,719316	51,596439	48,904531	58,155971	47,020808	46,002283	44,535053	55,669572	49,893744	48,632667	55,058844	50,044493	44,277684	49,406385	56,400127	59,405452	49,204419	45,332608	47,337768	50,753789	51,029196	55,379347	47,304912	45,982312	53,933055	48,325048	52,650074	53,957214	45,795164	46,945755	42,570479	46,825929	58,079630	49,411861
53,572287	50,094421	44,314083	55,527520	45,036585	45,974581	50,828519	47,957516	52,364359	47,913386	43,893080	47,638623	52,880064	49,024036	49,044007	50,510270	54,034843	46,540214	47,069125	51,417344	46,028052	45,888577	49,214406	48,973464	45,958798	47,635402	44,335021	51,270782	47,269480	46,585954	46,521853	55,292699	49,751369	44,847182	45,107450	44,727033	48,097313	51,012124	46,229373	54,550548	50,634928	45,898240	41,246268	46,792429	47,906944	46,460651	52,031615	51,220854	53,176409	49,819657	43,743940	48,671965	49,361289	50,634928	47,244355	46,711256	51,763938	46,301849	47,374489	49,246938	41,332594	47,065259	51,878611	48,398490	47,155129	53,338432	51,978789	46,331161	54,208463	53,906642	47,779065	46,186532	42,342100	52,361138	54,381438	50,808870	52,672622	54,113439	48,217462	55,587755	55,254367	47,399614	49,762965	50,681635	48,889070	51,591929	40,542448	48,196524	44,675173	53,061736	50,453900	44,033199	45,817711	57,807766	53,978795	46,584021	49,048838	52,201691	54,119881	48,257082
54,058035	48,526691	49,569697	48,595946	49,227290	43,082640	51,273359	47,113899	47,303946	44,579827	48,766344	49,465654	46,881655	52,940621	52,472912	46,520243	45,008239	50,172051	53,425081	53,526869	50,365642	47,635080	45,264320	47,711421	47,913709	47,468869	44,994066	46,536349	48,193626	46,737348	46,571137	50,804039	54,455846	49,724956	52,448753	43,371255	51,629295	54,254525	52,428782	47,767791	43,444697	49,148694	55,089445	51,976212	50,091200	49,746216	50,974437	51,647011	43,520393	44,434553	48,689037	46,984087	47,989727	48,466778	46,623641	50,437472	47,997458	45,106483	51,625752	47,318119	44,901297	47,633791	48,627835	50,565030	52,810487	45,141916	45,158988	40,881312	48,768921	47,163182	45,397352	49,235020	46,924496	54,288991	55,724654	49,108751	50,534429	51,009869	45,513636	45,555188	59,011507	53,262735	49,308462	43,350961	46,153354	53,512696	45,621222	49,851869	52,281576	57,159672	58,043231	50,361776	54,551514	54,590490	48,383029	55,063998	48,624614	50,088945	52,012611	50,826264
47,387052	55,302040	51,022754	52,635580	53,773609	47,572912	44,029978	53,487571	45,652145	46,323753	42,007101	49,277217	50,592410	52,061572	45,936894	50,217469	50,777947	48,088938	47,038847	48,804354	49,663433	48,099247	48,421361	49,889557	48,454538	47,918218	45,668251	43,130314	45,243060	48,818205	49,056248	48,265457	50,352112	53,333923	56,044513	50,693231	52,149831	50,486756	49,039497	51,930794	54,099588	49,700797	50,593376	53,614162	50,966062	50,900350	45,223733	49,586447	51,906957	44,488024	50,807582	52,674233	47,971689	46,741213	46,136282	54,650725	49,472740	53,654104	48,610119	49,473063	44,746038	53,016318	43,999699	49,114550	56,677468	49,307818	51,706602	42,900002	60,288367	46,350810	51,635415	47,206346	48,192015	47,111000	46,925784	45,628630	49,647649	40,528597	53,273365	41,809323	51,653131	51,111013	46,795328	47,099726	46,143691	47,722050	50,919033	54,397544	46,965082	56,099595	49,769730	47,500436	48,124693	54,767653	46,594329	48,494480	50,405905	48,889714	47,157706	52,316042
43,801277	44,271886	49,087170	49,106497	46,636204	52,433936	54,041608	47,895348	52,663603	49,825778	46,410724	40,668395	56,655242	46,303138	53,341009	49,176074	50,232608	48,844618	53,041766	46,594007	48,443909	45,778736	50,718357	49,547794	48,905176	49,042397	48,990214	48,321183	48,718672	47,031438	50,789866	50,162387	48,267712	52,162072	47,693382	43,991647	46,858784	51,752987	50,958009	50,562453	49,645394	47,149009	48,277697	46,855563	45,145459	45,485290	57,369369	61,727895	53,907608	52,974443	51,538781	48,433922	48,620104	48,120183	51,237604	48,888426	51,624141	46,518954	50,475160	50,230675	41,771958	51,103282	43,201500	48,367567	49,063334	50,288011	45,346136	44,698687	51,671492	43,299101	49,301376	48,717705	52,092495	51,674069	44,057035	49,208285	55,911802	47,372234	47,519440	48,614951	53,084606	52,133403	51,185099	49,733975	47,256595	54,063189	49,823523	53,387394	50,951245	48,631378	43,395735	50,768606	48,947372	46,531194	52,515753	44,982792	52,910343	44,334698	50,802106	51,594506
55,276915	50,470650	55,671505	48,352750	48,096991	41,871491	45,750712	42,726382	46,969592	48,412341	48,203289	53,123905	53,598379	53,957858	51,802592	48,056405	50,379170	48,165280	48,754104	49,410251	49,336165	47,482720	49,051738	48,743797	48,308299	50,837217	51,846722	49,380617	48,888104	49,974273	51,950765	49,471131	51,311046	45,741371	54,126968	50,967350	54,908739	47,466936	59,247616	54,604019	46,692251	50,525410	52,684219	50,901317	55,910192	39,939128	48,887137	48,290904	46,584343	52,221340	43,812873	48,408476	44,190069	45,076527	50,726409	48,941896	52,397215	47,307811	42,226139	53,792613	41,481733	50,169796	44,961210	43,412807	48,935454	57,600324	50,414924	41,134816	45,997773	48,262880	47,773266	49,317160	53,426369	53,959790	42,972155	51,890851	52,072524	52,920328	50,031286	56,029696	47,509455	55,366141	56,613045	50,194276	52,731891	45,550679	53,250495	47,168980	54,426534	47,320696	48,220683	45,221478	51,480156	56,897471	50,818211	51,772313	51,775535	53,979439	50,804361	45,727197
46,538603	47,994881	44,469342	46,620742	43,782594	49,419592	50,013570	49,075252	54,718047	50,251935	46,214556	51,661184	52,675522	48,893902	49,215050	54,460356	48,394947	40,859087	50,177205	47,627671	51,064951	47,262394	48,860080	49,814182	49,394145	49,678250	50,526699	49,977494	47,792594	49,814826	48,266102	48,991825	49,698865	51,345835	52,367903	48,329236	56,135672	53,477908	54,043540	47,359028	56,000706	50,461309	49,859600	48,555682	43,221794	54,494178	41,448555	49,824811	51,535560	45,570972	50,797918	37,363826	45,399285	51,040792	50,235829	50,360165	48,824647	52,661992	49,633153	52,169480	48,597234	55,116502	53,850916	46,048989	49,569697	52,452941	52,262571	49,811927	47,018553	50,331175	55,441516	48,321505	58,241009	52,977987	52,518974	53,944651	53,084284	46,393974	45,733317	52,532503	50,279636	49,328755	53,059481	43,817705	45,413458	43,772287	52,815963	47,419585	50,241949	51,396728	53,148063	48,120183	51,707246	52,072846	50,125022	43,713018	42,683219	52,693560	42,605911	54,825311
54,107641	46,258686	46,853308	51,520742	46,832371	44,772451	48,003900	42,746997	48,177198	51,350344	49,733009	43,166712	49,875706	46,426185	54,133088	45,599640	51,815799	48,521538	47,993593	49,248549	50,409771	45,901140	50,556655	49,647327	49,706274	51,260797	49,813216	50,067686	51,319744	49,528145	52,345999	49,872485	47,633792	47,811599	51,006971	51,216667	48,575975	50,366285	47,567113	43,432778	48,919026	54,215227	49,006964	47,406701	46,619453	50,527342	55,667318	50,582424	43,940430	48,109231	50,206194	47,394460	49,026290	50,360487	51,829650	50,117291	51,115845	51,349378	51,896972	44,496399	50,163031	52,787939	47,415720	54,090247	48,883272	49,669874	50,051902	52,925160	46,954774	51,703059	50,459376	50,584034	43,837676	54,051915	53,804531	55,084935	49,029834	49,586769	51,151599	56,949010	50,068330	46,795972	53,457292	58,255505	42,869401	50,922576	52,015187	48,274154	47,926593	48,271577	46,160763	52,537657	50,222622	46,503815	48,443908	55,860586	43,854426	51,074614	48,979584	50,090878
